# path	class	outlier_score
DS2GROCERIES\train\onions\onions.296.jpg	onions	1.268
DS2GROCERIES\train\onions\onions.75.jpg	onions	1.267
DS2GROCERIES\train\onions\onions.1626.jpg	onions	1.266
DS2GROCERIES\train\onions\onions.1906.jpg	onions	1.265
DS2GROCERIES\train\onions\onions.626.jpg	onions	1.265
DS2GROCERIES\train\onions\onions.1968.jpg	onions	1.264
DS2GROCERIES\train\onions\onions.1748.jpg	onions	1.263
DS2GROCERIES\train\onions\onions.167.jpg	onions	1.263
DS2GROCERIES\train\onions\onions.687.jpg	onions	1.262
DS2GROCERIES\train\onions\onions.178.jpg	onions	1.262
DS2GROCERIES\train\onions\onions.1682.jpg	onions	1.261
DS2GROCERIES\train\onions\onions.1988.jpg	onions	1.258
DS2GROCERIES\train\onions\onions.1634.jpg	onions	1.255
DS2GROCERIES\train\onions\onions.1612.jpg	onions	1.254
DS2GROCERIES\train\onions\onions.610.jpg	onions	1.253
DS2GROCERIES\train\onions\onions.973.jpg	onions	1.252
DS2GROCERIES\train\onions\onions.972.jpg	onions	1.251
DS2GROCERIES\train\onions\onions.531.jpg	onions	1.251
DS2GROCERIES\train\onions\onions.344.jpg	onions	1.250
DS2GROCERIES\train\onions\onions.731.jpg	onions	1.250
DS2GROCERIES\train\onions\onions.521.jpg	onions	1.250
DS2GROCERIES\train\onions\onions.1598.jpg	onions	1.249
DS2GROCERIES\train\onions\onions.143.jpg	onions	1.249
DS2GROCERIES\train\onions\onions.514.jpg	onions	1.248
DS2GROCERIES\train\onions\onions.145.jpg	onions	1.248
DS2GROCERIES\train\onions\onions.63.jpg	onions	1.248
DS2GROCERIES\train\onions\onions.459.jpg	onions	1.247
DS2GROCERIES\train\onions\onions.668.jpg	onions	1.246
DS2GROCERIES\train\onions\onions.2000.jpg	onions	1.244
DS2GROCERIES\train\onions\onions.496.jpg	onions	1.244
DS2GROCERIES\train\onions\onions.614.jpg	onions	1.243
DS2GROCERIES\train\onions\onions.213.jpg	onions	1.241
DS2GROCERIES\train\onions\onions.1940.jpg	onions	1.241
DS2GROCERIES\train\onions\onions.424.jpg	onions	1.240
DS2GROCERIES\train\onions\onions.286.jpg	onions	1.240
DS2GROCERIES\train\onions\onions.571.jpg	onions	1.240
DS2GROCERIES\train\onions\onions.244.jpg	onions	1.239
DS2GROCERIES\train\onions\onions.360.jpg	onions	1.238
DS2GROCERIES\train\onions\onions.1685.jpg	onions	1.237
DS2GROCERIES\train\onions\onions.951.jpg	onions	1.236
DS2GROCERIES\train\onions\onions.337.jpg	onions	1.236
DS2GROCERIES\train\onions\onions.960.jpg	onions	1.235
DS2GROCERIES\train\onions\onions.961.jpg	onions	1.234
DS2GROCERIES\train\onions\onions.1619.jpg	onions	1.233
DS2GROCERIES\train\onions\onions.1658.jpg	onions	1.231
DS2GROCERIES\train\peppers\peppers.737.jpg	peppers	2.044
DS2GROCERIES\train\peppers\peppers.610.jpg	peppers	2.032
DS2GROCERIES\train\peppers\peppers.443.jpg	peppers	2.001
DS2GROCERIES\train\peppers\peppers.1259.jpg	peppers	1.966
DS2GROCERIES\train\peppers\peppers.1024.jpg	peppers	1.944
DS2GROCERIES\train\peppers\peppers.1082.jpg	peppers	1.918
DS2GROCERIES\train\peppers\peppers.601.jpg	peppers	1.910
DS2GROCERIES\train\peppers\peppers.39.jpg	peppers	1.908
DS2GROCERIES\train\peppers\peppers.1179.jpg	peppers	1.902
DS2GROCERIES\train\peppers\peppers.449.jpg	peppers	1.896
DS2GROCERIES\train\peppers\peppers.1076.jpg	peppers	1.886
DS2GROCERIES\train\peppers\peppers.22.jpg	peppers	1.883
DS2GROCERIES\train\peppers\peppers.275.jpg	peppers	1.881
DS2GROCERIES\train\peppers\peppers.713.jpg	peppers	1.878
DS2GROCERIES\train\peppers\peppers.116.jpg	peppers	1.871
DS2GROCERIES\train\peppers\peppers.134.jpg	peppers	1.867
DS2GROCERIES\train\peppers\peppers.1137.jpg	peppers	1.865
DS2GROCERIES\train\peppers\peppers.736.jpg	peppers	1.860
DS2GROCERIES\train\peppers\peppers.318.jpg	peppers	1.857
DS2GROCERIES\train\peppers\peppers.517.jpg	peppers	1.851
DS2GROCERIES\train\peppers\peppers.743.jpg	peppers	1.850
DS2GROCERIES\train\peppers\peppers.1000.jpg	peppers	1.848
DS2GROCERIES\train\peppers\peppers.554.jpg	peppers	1.844
DS2GROCERIES\train\peppers\peppers.52.jpg	peppers	1.842
DS2GROCERIES\train\peppers\peppers.1037.jpg	peppers	1.842
DS2GROCERIES\train\peppers\peppers.848.jpg	peppers	1.839
DS2GROCERIES\train\peppers\peppers.1088.jpg	peppers	1.839
DS2GROCERIES\train\peppers\peppers.292.jpg	peppers	1.838
DS2GROCERIES\train\peppers\peppers.581.jpg	peppers	1.837
DS2GROCERIES\train\peppers\peppers.196.jpg	peppers	1.825
DS2GROCERIES\train\peppers\peppers.277.jpg	peppers	1.821
DS2GROCERIES\train\peppers\peppers.488.jpg	peppers	1.820
DS2GROCERIES\train\peppers\peppers.816.jpg	peppers	1.818
DS2GROCERIES\train\peppers\peppers.1075.jpg	peppers	1.815
DS2GROCERIES\train\peppers\peppers.559.jpg	peppers	1.811
DS2GROCERIES\train\peppers\peppers.1091.jpg	peppers	1.803
DS2GROCERIES\train\peppers\peppers.971.jpg	peppers	1.798
DS2GROCERIES\train\peppers\peppers.1153.jpg	peppers	1.789
DS2GROCERIES\train\peppers\peppers.907.jpg	peppers	1.784
DS2GROCERIES\train\peppers\peppers.1245.jpg	peppers	1.782
DS2GROCERIES\train\peppers\peppers.178.jpg	peppers	1.782
DS2GROCERIES\train\peppers\peppers.931.jpg	peppers	1.780
DS2GROCERIES\train\peppers\peppers.366.jpg	peppers	1.780
DS2GROCERIES\train\peppers\peppers.391.jpg	peppers	1.778
DS2GROCERIES\train\peppers\peppers.1171.jpg	peppers	1.777
DS2GROCERIES\train\peppers\peppers.103.jpg	peppers	1.776
DS2GROCERIES\train\peppers\peppers.896.jpg	peppers	1.774
DS2GROCERIES\train\peppers\peppers.1044.jpg	peppers	1.772
DS2GROCERIES\train\peppers\peppers.541.jpg	peppers	1.771
DS2GROCERIES\train\peppers\peppers.772.jpg	peppers	1.769
DS2GROCERIES\train\peppers\peppers.1248.jpg	peppers	1.763
DS2GROCERIES\train\peppers\peppers.344.jpg	peppers	1.762
DS2GROCERIES\train\peppers\peppers.843.jpg	peppers	1.759
DS2GROCERIES\train\peppers\peppers.523.jpg	peppers	1.756
DS2GROCERIES\train\peppers\peppers.512.jpg	peppers	1.756
DS2GROCERIES\train\peppers\peppers.1254.jpg	peppers	1.754
DS2GROCERIES\train\peppers\peppers.964.jpg	peppers	1.753
DS2GROCERIES\train\potatoes\potatoes.554.jpg	potatoes	1.534
DS2GROCERIES\train\potatoes\potatoes.57.jpg	potatoes	1.509
DS2GROCERIES\train\potatoes\potatoes.188.jpg	potatoes	1.501
DS2GROCERIES\train\potatoes\potatoes.191.jpg	potatoes	1.500
DS2GROCERIES\train\potatoes\potatoes.233.jpg	potatoes	1.495
DS2GROCERIES\train\potatoes\potatoes.1721.jpg	potatoes	1.495
DS2GROCERIES\train\potatoes\potatoes.1920.jpg	potatoes	1.493
DS2GROCERIES\train\potatoes\potatoes.326.jpg	potatoes	1.490
DS2GROCERIES\train\potatoes\potatoes.1689.jpg	potatoes	1.488
DS2GROCERIES\train\potatoes\potatoes.325.jpg	potatoes	1.487
DS2GROCERIES\train\potatoes\potatoes.342.jpg	potatoes	1.485
DS2GROCERIES\train\potatoes\potatoes.408.jpg	potatoes	1.481
DS2GROCERIES\train\potatoes\potatoes.1909.jpg	potatoes	1.481
DS2GROCERIES\train\potatoes\potatoes.115.jpg	potatoes	1.480
DS2GROCERIES\train\potatoes\potatoes.1795.jpg	potatoes	1.480
DS2GROCERIES\train\potatoes\potatoes.1780.jpg	potatoes	1.480
DS2GROCERIES\train\potatoes\potatoes.918.jpg	potatoes	1.477
DS2GROCERIES\train\potatoes\potatoes.570.jpg	potatoes	1.476
DS2GROCERIES\train\potatoes\potatoes.204.jpg	potatoes	1.474
DS2GROCERIES\train\potatoes\potatoes.1752.jpg	potatoes	1.473
DS2GROCERIES\train\potatoes\potatoes.106.jpg	potatoes	1.470
DS2GROCERIES\train\potatoes\potatoes.321.jpg	potatoes	1.470
DS2GROCERIES\train\potatoes\potatoes.273.jpg	potatoes	1.467
DS2GROCERIES\train\potatoes\potatoes.1981.jpg	potatoes	1.467
DS2GROCERIES\train\potatoes\potatoes.5.jpg	potatoes	1.466
DS2GROCERIES\train\potatoes\potatoes.290.jpg	potatoes	1.466
DS2GROCERIES\train\potatoes\potatoes.210.jpg	potatoes	1.466
DS2GROCERIES\train\potatoes\potatoes.980.jpg	potatoes	1.464
DS2GROCERIES\train\potatoes\potatoes.1762.jpg	potatoes	1.460
DS2GROCERIES\train\potatoes\potatoes.487.jpg	potatoes	1.460
DS2GROCERIES\train\potatoes\potatoes.301.jpg	potatoes	1.460
DS2GROCERIES\train\potatoes\potatoes.822.jpg	potatoes	1.458
DS2GROCERIES\train\potatoes\potatoes.72.jpg	potatoes	1.458
DS2GROCERIES\train\potatoes\potatoes.851.jpg	potatoes	1.458
DS2GROCERIES\train\potatoes\potatoes.217.jpg	potatoes	1.455
DS2GROCERIES\train\potatoes\potatoes.841.jpg	potatoes	1.452
DS2GROCERIES\train\potatoes\potatoes.411.jpg	potatoes	1.451
DS2GROCERIES\train\potatoes\potatoes.65.jpg	potatoes	1.450
DS2GROCERIES\train\potatoes\potatoes.725.jpg	potatoes	1.450
DS2GROCERIES\train\potatoes\potatoes.588.jpg	potatoes	1.449
DS2GROCERIES\train\potatoes\potatoes.423.jpg	potatoes	1.447
DS2GROCERIES\train\potatoes\potatoes.104.jpg	potatoes	1.446
DS2GROCERIES\train\potatoes\potatoes.597.jpg	potatoes	1.445
DS2GROCERIES\train\potatoes\potatoes.38.jpg	potatoes	1.445
DS2GROCERIES\train\potatoes\potatoes.44.jpg	potatoes	1.444
DS2GROCERIES\train\potatoes\potatoes.132.jpg	potatoes	1.443
DS2GROCERIES\train\potatoes\potatoes.17.jpg	potatoes	1.441
DS2GROCERIES\train\potatoes\potatoes.414.jpg	potatoes	1.441
DS2GROCERIES\train\potatoes\potatoes.284.jpg	potatoes	1.440
DS2GROCERIES\train\potatoes\potatoes.401.jpg	potatoes	1.440
DS2GROCERIES\train\potatoes\potatoes.1773.jpg	potatoes	1.439
DS2GROCERIES\train\potatoes\potatoes.282.jpg	potatoes	1.439
DS2GROCERIES\train\potatoes\potatoes.159.jpg	potatoes	1.435
DS2GROCERIES\train\potatoes\potatoes.598.jpg	potatoes	1.435
DS2GROCERIES\train\potatoes\potatoes.776.jpg	potatoes	1.435
DS2GROCERIES\train\potatoes\potatoes.420.jpg	potatoes	1.434
DS2GROCERIES\train\potatoes\potatoes.1915.jpg	potatoes	1.434
DS2GROCERIES\train\potatoes\potatoes.2023.jpg	potatoes	1.433
DS2GROCERIES\train\potatoes\potatoes.205.jpg	potatoes	1.432
DS2GROCERIES\train\potatoes\potatoes.148.jpg	potatoes	1.432
DS2GROCERIES\train\potatoes\potatoes.303.jpg	potatoes	1.432
DS2GROCERIES\train\potatoes\potatoes.1732.jpg	potatoes	1.431
DS2GROCERIES\train\potatoes\potatoes.1885.jpg	potatoes	1.430
DS2GROCERIES\train\potatoes\potatoes.1925.jpg	potatoes	1.429
DS2GROCERIES\train\potatoes\potatoes.792.jpg	potatoes	1.429
DS2GROCERIES\train\potatoes\potatoes.787.jpg	potatoes	1.428
DS2GROCERIES\train\potatoes\potatoes.783.jpg	potatoes	1.428
DS2GROCERIES\train\sausages\sausages.253.jpg	sausages	1.391
DS2GROCERIES\train\sausages\sausages.534.jpg	sausages	1.383
DS2GROCERIES\train\sausages\sausages.858.jpg	sausages	1.381
DS2GROCERIES\train\sausages\sausages.222.jpg	sausages	1.378
DS2GROCERIES\train\sausages\sausages.1310.jpg	sausages	1.363
DS2GROCERIES\train\sausages\sausages.353.jpg	sausages	1.363
DS2GROCERIES\train\sausages\sausages.688.jpg	sausages	1.361
DS2GROCERIES\train\sausages\sausages.427.jpg	sausages	1.360
DS2GROCERIES\train\sausages\sausages.309.jpg	sausages	1.360
DS2GROCERIES\train\sausages\sausages.221.jpg	sausages	1.359
DS2GROCERIES\train\sausages\sausages.732.jpg	sausages	1.359
DS2GROCERIES\train\sausages\sausages.711.jpg	sausages	1.357
DS2GROCERIES\train\sausages\sausages.1095.jpg	sausages	1.355
DS2GROCERIES\train\sausages\sausages.674.jpg	sausages	1.355
DS2GROCERIES\train\sausages\sausages.1308.jpg	sausages	1.355
DS2GROCERIES\train\sausages\sausages.1106.jpg	sausages	1.353
DS2GROCERIES\train\sausages\sausages.754.jpg	sausages	1.351
DS2GROCERIES\train\sausages\sausages.1220.jpg	sausages	1.351
DS2GROCERIES\train\sausages\sausages.417.jpg	sausages	1.348
DS2GROCERIES\train\sausages\sausages.1137.jpg	sausages	1.346
DS2GROCERIES\train\sausages\sausages.330.jpg	sausages	1.346
DS2GROCERIES\train\sausages\sausages.94.jpg	sausages	1.345
DS2GROCERIES\train\sausages\sausages.584.jpg	sausages	1.345
DS2GROCERIES\train\sausages\sausages.840.jpg	sausages	1.344
DS2GROCERIES\train\sausages\sausages.547.jpg	sausages	1.343
DS2GROCERIES\train\sausages\sausages.701.jpg	sausages	1.342
DS2GROCERIES\train\sausages\sausages.619.jpg	sausages	1.341
DS2GROCERIES\train\sausages\sausages.232.jpg	sausages	1.341
DS2GROCERIES\train\sausages\sausages.1027.jpg	sausages	1.337
DS2GROCERIES\train\sausages\sausages.536.jpg	sausages	1.337
DS2GROCERIES\train\sausages\sausages.1121.jpg	sausages	1.337
DS2GROCERIES\train\sausages\sausages.586.jpg	sausages	1.337
DS2GROCERIES\train\sausages\sausages.72.jpg	sausages	1.336
DS2GROCERIES\train\sausages\sausages.41.jpg	sausages	1.335
DS2GROCERIES\train\sausages\sausages.470.jpg	sausages	1.334
DS2GROCERIES\train\sausages\sausages.56.jpg	sausages	1.334
DS2GROCERIES\train\sausages\sausages.331.jpg	sausages	1.334
DS2GROCERIES\train\sausages\sausages.148.jpg	sausages	1.333
DS2GROCERIES\train\sausages\sausages.455.jpg	sausages	1.332
DS2GROCERIES\train\sausages\sausages.997.jpg	sausages	1.332
DS2GROCERIES\train\sausages\sausages.159.jpg	sausages	1.332
DS2GROCERIES\train\sausages\sausages.709.jpg	sausages	1.332
DS2GROCERIES\train\sausages\sausages.634.jpg	sausages	1.329
DS2GROCERIES\train\sausages\sausages.936.jpg	sausages	1.328
DS2GROCERIES\train\sausages\sausages.35.jpg	sausages	1.325
DS2GROCERIES\train\sausages\sausages.766.jpg	sausages	1.321
DS2GROCERIES\train\sausages\sausages.939.jpg	sausages	1.319
DS2GROCERIES\train\sausages\sausages.1094.jpg	sausages	1.317
DS2GROCERIES\train\sausages\sausages.1033.jpg	sausages	1.317
DS2GROCERIES\train\sausages\sausages.1125.jpg	sausages	1.316
DS2GROCERIES\train\sausages\sausages.123.jpg	sausages	1.316
DS2GROCERIES\train\sausages\sausages.501.jpg	sausages	1.316
DS2GROCERIES\train\sausages\sausages.1309.jpg	sausages	1.315
DS2GROCERIES\train\sausages\sausages.66.jpg	sausages	1.314
DS2GROCERIES\train\sausages\sausages.669.jpg	sausages	1.313
DS2GROCERIES\train\sausages\sausages.561.jpg	sausages	1.313
DS2GROCERIES\train\sausages\sausages.788.jpg	sausages	1.313
DS2GROCERIES\train\sausages\sausages.366.jpg	sausages	1.313
DS2GROCERIES\train\sausages\sausages.745.jpg	sausages	1.309
DS2GROCERIES\train\sausages\sausages.349.jpg	sausages	1.308
DS2GROCERIES\train\sausages\sausages.21.jpg	sausages	1.307
DS2GROCERIES\train\sausages\sausages.400.jpg	sausages	1.307
DS2GROCERIES\train\spinach\spinach.1050.jpg	spinach	1.507
DS2GROCERIES\train\spinach\spinach.1112.jpg	spinach	1.473
DS2GROCERIES\train\spinach\spinach.1157.jpg	spinach	1.465
DS2GROCERIES\train\spinach\spinach.1098.jpg	spinach	1.458
DS2GROCERIES\train\spinach\spinach.530.jpg	spinach	1.456
DS2GROCERIES\train\spinach\spinach.755.jpg	spinach	1.419
DS2GROCERIES\train\spinach\spinach.878.jpg	spinach	1.415
DS2GROCERIES\train\spinach\spinach.1054.jpg	spinach	1.412
DS2GROCERIES\train\spinach\spinach.422.jpg	spinach	1.410
DS2GROCERIES\train\spinach\spinach.855.jpg	spinach	1.405
DS2GROCERIES\train\spinach\spinach.977.jpg	spinach	1.402
DS2GROCERIES\train\spinach\spinach.504.jpg	spinach	1.401
DS2GROCERIES\train\spinach\spinach.651.jpg	spinach	1.396
DS2GROCERIES\train\spinach\spinach.1044.jpg	spinach	1.393
DS2GROCERIES\train\spinach\spinach.184.jpg	spinach	1.390
DS2GROCERIES\train\spinach\spinach.272.jpg	spinach	1.388
DS2GROCERIES\train\spinach\spinach.1064.jpg	spinach	1.387
DS2GROCERIES\train\spinach\spinach.636.jpg	spinach	1.386
DS2GROCERIES\train\spinach\spinach.695.jpg	spinach	1.382
DS2GROCERIES\train\spinach\spinach.342.jpg	spinach	1.381
DS2GROCERIES\train\spinach\spinach.629.jpg	spinach	1.379
DS2GROCERIES\train\spinach\spinach.153.jpg	spinach	1.376
DS2GROCERIES\train\spinach\spinach.1061.jpg	spinach	1.375
DS2GROCERIES\train\spinach\spinach.1085.jpg	spinach	1.374
DS2GROCERIES\train\spinach\spinach.1140.jpg	spinach	1.372
DS2GROCERIES\train\spinach\spinach.957.jpg	spinach	1.369
DS2GROCERIES\train\spinach\spinach.897.jpg	spinach	1.366
DS2GROCERIES\train\spinach\spinach.950.jpg	spinach	1.363
DS2GROCERIES\train\spinach\spinach.1043.jpg	spinach	1.363
DS2GROCERIES\train\spinach\spinach.3.jpg	spinach	1.361
DS2GROCERIES\train\spinach\spinach.490.jpg	spinach	1.356
DS2GROCERIES\train\spinach\spinach.643.jpg	spinach	1.355
DS2GROCERIES\train\spinach\spinach.1078.jpg	spinach	1.355
DS2GROCERIES\train\spinach\spinach.1128.jpg	spinach	1.354
DS2GROCERIES\train\spinach\spinach.704.jpg	spinach	1.353
DS2GROCERIES\train\spinach\spinach.1273.jpg	spinach	1.352
DS2GROCERIES\train\spinach\spinach.941.jpg	spinach	1.351
DS2GROCERIES\train\spinach\spinach.679.jpg	spinach	1.350
DS2GROCERIES\train\spinach\spinach.638.jpg	spinach	1.348
DS2GROCERIES\train\spinach\spinach.846.jpg	spinach	1.346
DS2GROCERIES\train\spinach\spinach.1104.jpg	spinach	1.345
DS2GROCERIES\train\spinach\spinach.1109.jpg	spinach	1.344
DS2GROCERIES\train\spinach\spinach.1008.jpg	spinach	1.344
DS2GROCERIES\train\spinach\spinach.1026.jpg	spinach	1.343
DS2GROCERIES\train\spinach\spinach.162.jpg	spinach	1.341
DS2GROCERIES\train\spinach\spinach.1288.jpg	spinach	1.340
DS2GROCERIES\train\spinach\spinach.1009.jpg	spinach	1.337
DS2GROCERIES\train\spinach\spinach.1269.jpg	spinach	1.337
DS2GROCERIES\train\spinach\spinach.764.jpg	spinach	1.335
DS2GROCERIES\train\spinach\spinach.140.jpg	spinach	1.334
DS2GROCERIES\train\spinach\spinach.894.jpg	spinach	1.332
DS2GROCERIES\train\spinach\spinach.1199.jpg	spinach	1.332
DS2GROCERIES\train\spinach\spinach.1065.jpg	spinach	1.332
DS2GROCERIES\train\spinach\spinach.981.jpg	spinach	1.331
DS2GROCERIES\train\spinach\spinach.757.jpg	spinach	1.331
DS2GROCERIES\train\spinach\spinach.715.jpg	spinach	1.331
DS2GROCERIES\train\spinach\spinach.1072.jpg	spinach	1.329
DS2GROCERIES\train\spinach\spinach.155.jpg	spinach	1.329
DS2GROCERIES\train\spinach\spinach.1079.jpg	spinach	1.329
DS2GROCERIES\train\spinach\spinach.441.jpg	spinach	1.328
DS2GROCERIES\train\spinach\spinach.1116.jpg	spinach	1.328
DS2GROCERIES\train\tomato\tomato.219.jpg	tomato	1.567
DS2GROCERIES\train\tomato\tomato.304.jpg	tomato	1.549
DS2GROCERIES\train\tomato\tomato.1056.jpg	tomato	1.548
DS2GROCERIES\train\tomato\tomato.698.jpg	tomato	1.541
DS2GROCERIES\train\tomato\tomato.1181.jpg	tomato	1.541
DS2GROCERIES\train\tomato\tomato.1095.jpg	tomato	1.539
DS2GROCERIES\train\tomato\tomato.1047.jpg	tomato	1.533
DS2GROCERIES\train\tomato\tomato.1000.jpg	tomato	1.533
DS2GROCERIES\train\tomato\tomato.1156.jpg	tomato	1.531
DS2GROCERIES\train\tomato\tomato.51.jpg	tomato	1.530
DS2GROCERIES\train\tomato\tomato.727.jpg	tomato	1.528
DS2GROCERIES\train\tomato\tomato.810.jpg	tomato	1.527
DS2GROCERIES\train\tomato\tomato.6.jpg	tomato	1.527
DS2GROCERIES\train\tomato\tomato.1210.jpg	tomato	1.526
DS2GROCERIES\train\tomato\tomato.1261.jpg	tomato	1.522
DS2GROCERIES\train\tomato\tomato.1222.jpg	tomato	1.521
DS2GROCERIES\train\tomato\tomato.1178.jpg	tomato	1.519
DS2GROCERIES\train\tomato\tomato.1094.jpg	tomato	1.515
DS2GROCERIES\train\tomato\tomato.292.jpg	tomato	1.514
DS2GROCERIES\train\tomato\tomato.1184.jpg	tomato	1.512
DS2GROCERIES\train\tomato\tomato.1239.jpg	tomato	1.510
DS2GROCERIES\train\tomato\tomato.548.jpg	tomato	1.509
DS2GROCERIES\train\tomato\tomato.1167.jpg	tomato	1.509
DS2GROCERIES\train\tomato\tomato.1147.jpg	tomato	1.508
DS2GROCERIES\train\tomato\tomato.218.jpg	tomato	1.507
DS2GROCERIES\train\tomato\tomato.691.jpg	tomato	1.507
DS2GROCERIES\train\tomato\tomato.1112.jpg	tomato	1.506
DS2GROCERIES\train\tomato\tomato.1099.jpg	tomato	1.506
DS2GROCERIES\train\tomato\tomato.1272.jpg	tomato	1.504
DS2GROCERIES\train\tomato\tomato.1171.jpg	tomato	1.500
DS2GROCERIES\train\tomato\tomato.1296.jpg	tomato	1.498
DS2GROCERIES\train\tomato\tomato.507.jpg	tomato	1.498
DS2GROCERIES\train\tomato\tomato.1264.jpg	tomato	1.497
DS2GROCERIES\train\tomato\tomato.1221.jpg	tomato	1.495
DS2GROCERIES\train\tomato\tomato.716.jpg	tomato	1.494
DS2GROCERIES\train\tomato\tomato.244.jpg	tomato	1.493
DS2GROCERIES\train\tomato\tomato.198.jpg	tomato	1.492
DS2GROCERIES\train\tomato\tomato.163.jpg	tomato	1.492
DS2GROCERIES\train\tomato\tomato.1137.jpg	tomato	1.490
DS2GROCERIES\train\tomato\tomato.622.jpg	tomato	1.487
DS2GROCERIES\train\tomato\tomato.1058.jpg	tomato	1.484
DS2GROCERIES\train\tomato\tomato.699.jpg	tomato	1.483
DS2GROCERIES\train\tomato\tomato.353.jpg	tomato	1.483
DS2GROCERIES\train\tomato\tomato.1074.jpg	tomato	1.478
DS2GROCERIES\train\tomato\tomato.1249.jpg	tomato	1.477
DS2GROCERIES\train\tomato\tomato.575.jpg	tomato	1.477
DS2GROCERIES\train\tomato\tomato.1126.jpg	tomato	1.476
DS2GROCERIES\train\tomato\tomato.289.jpg	tomato	1.475
DS2GROCERIES\train\tomato\tomato.636.jpg	tomato	1.472
DS2GROCERIES\train\tomato\tomato.147.jpg	tomato	1.471
DS2GROCERIES\train\tomato\tomato.211.jpg	tomato	1.471
DS2GROCERIES\train\tomato\tomato.1188.jpg	tomato	1.469
DS2GROCERIES\train\tomato\tomato.1129.jpg	tomato	1.467
DS2GROCERIES\train\tomato\tomato.729.jpg	tomato	1.466
DS2GROCERIES\train\tomato\tomato.1234.jpg	tomato	1.466
DS2GROCERIES\train\tomato\tomato.1236.jpg	tomato	1.466
DS2GROCERIES\train\tomato\tomato.596.jpg	tomato	1.463
DS2GROCERIES\train\tomato\tomato.1154.jpg	tomato	1.463
DS2GROCERIES\train\tomato\tomato.1076.jpg	tomato	1.461
DS2GROCERIES\train\tomato\tomato.1040.jpg	tomato	1.460
DS2GROCERIES\train\tomato\tomato.250.jpg	tomato	1.456
DS2GROCERIES\train\yogurt\yogurt.736.jpg	yogurt	1.408
DS2GROCERIES\train\yogurt\yogurt.897.jpg	yogurt	1.376
DS2GROCERIES\train\yogurt\yogurt.653.jpg	yogurt	1.367
DS2GROCERIES\train\yogurt\yogurt.1235.jpg	yogurt	1.365
DS2GROCERIES\train\yogurt\yogurt.719.jpg	yogurt	1.365
DS2GROCERIES\train\yogurt\yogurt.249.jpg	yogurt	1.364
DS2GROCERIES\train\yogurt\yogurt.779.jpg	yogurt	1.358
DS2GROCERIES\train\yogurt\yogurt.37.jpg	yogurt	1.356
DS2GROCERIES\train\yogurt\yogurt.810.jpg	yogurt	1.353
DS2GROCERIES\train\yogurt\yogurt.926.jpg	yogurt	1.353
DS2GROCERIES\train\yogurt\yogurt.5.jpg	yogurt	1.351
DS2GROCERIES\train\yogurt\yogurt.132.jpg	yogurt	1.351
DS2GROCERIES\train\yogurt\yogurt.906.jpg	yogurt	1.346
DS2GROCERIES\train\yogurt\yogurt.24.jpg	yogurt	1.346
DS2GROCERIES\train\yogurt\yogurt.332.jpg	yogurt	1.345
DS2GROCERIES\train\yogurt\yogurt.1242.jpg	yogurt	1.342
DS2GROCERIES\train\yogurt\yogurt.1044.jpg	yogurt	1.342
DS2GROCERIES\train\yogurt\yogurt.784.jpg	yogurt	1.338
DS2GROCERIES\train\yogurt\yogurt.657.jpg	yogurt	1.336
DS2GROCERIES\train\yogurt\yogurt.1218.jpg	yogurt	1.334
DS2GROCERIES\train\yogurt\yogurt.1202.jpg	yogurt	1.333
DS2GROCERIES\train\yogurt\yogurt.769.jpg	yogurt	1.333
DS2GROCERIES\train\yogurt\yogurt.6.jpg	yogurt	1.332
DS2GROCERIES\train\yogurt\yogurt.598.jpg	yogurt	1.330
DS2GROCERIES\train\yogurt\yogurt.1240.jpg	yogurt	1.329
DS2GROCERIES\train\yogurt\yogurt.177.jpg	yogurt	1.327
DS2GROCERIES\train\yogurt\yogurt.417.jpg	yogurt	1.326
DS2GROCERIES\train\yogurt\yogurt.33.jpg	yogurt	1.322
DS2GROCERIES\train\yogurt\yogurt.859.jpg	yogurt	1.321
DS2GROCERIES\train\yogurt\yogurt.959.jpg	yogurt	1.319
DS2GROCERIES\train\yogurt\yogurt.131.jpg	yogurt	1.319
DS2GROCERIES\train\yogurt\yogurt.778.jpg	yogurt	1.318
DS2GROCERIES\train\yogurt\yogurt.183.jpg	yogurt	1.317
DS2GROCERIES\train\yogurt\yogurt.82.jpg	yogurt	1.314
DS2GROCERIES\train\yogurt\yogurt.307.jpg	yogurt	1.314
DS2GROCERIES\train\yogurt\yogurt.69.jpg	yogurt	1.314
DS2GROCERIES\train\yogurt\yogurt.121.jpg	yogurt	1.313
DS2GROCERIES\train\yogurt\yogurt.760.jpg	yogurt	1.313
DS2GROCERIES\train\yogurt\yogurt.692.jpg	yogurt	1.312
DS2GROCERIES\train\yogurt\yogurt.755.jpg	yogurt	1.309
DS2GROCERIES\train\yogurt\yogurt.752.jpg	yogurt	1.309
DS2GROCERIES\train\yogurt\yogurt.903.jpg	yogurt	1.307
DS2GROCERIES\train\yogurt\yogurt.718.jpg	yogurt	1.306
DS2GROCERIES\train\yogurt\yogurt.500.jpg	yogurt	1.306
DS2GROCERIES\train\yogurt\yogurt.372.jpg	yogurt	1.305
DS2GROCERIES\train\yogurt\yogurt.1146.jpg	yogurt	1.304
DS2GROCERIES\train\yogurt\yogurt.739.jpg	yogurt	1.304
DS2GROCERIES\train\yogurt\yogurt.1236.jpg	yogurt	1.303
